1, 2, 0.001, 10,  241609.51928266403
1, 2, 0.001, 100,  241609.00221639095
1, 2, 0.001, 1000,  241563.9538672937
1, 2, 0.005, 10,  241608.84963924644
1, 2, 0.005, 100,  241603.33136776075
1, 2, 0.005, 1000,  241604.08579326633
1, 2, 0.01, 10,  241608.6462029039
1, 2, 0.01, 100,  241580.6296870674
1, 2, 0.01, 1000,  205194.68967787642
1, 2, 0.05, 10,  241605.83198259101
1, 2, 0.05, 100,  241604.424860142
1, 2, 0.05, 1000,  103838.14112357752
1, 2, 0.1, 10,  241607.74769034208
1, 2, 0.1, 100,  241600.82225025643
1, 2, 0.1, 1000,  89107.76792176988
1, 4, 0.001, 10,  241608.98526337964
1, 4, 0.001, 100,  241609.2056524337
1, 4, 0.001, 1000,  241608.17151743855
1, 4, 0.005, 10,  241608.62924986763
1, 4, 0.005, 100,  241580.89248945165
1, 4, 0.005, 1000,  222564.55264933812
1, 4, 0.01, 10,  241608.84963924644
1, 4, 0.01, 100,  241509.15378096956
1, 4, 0.01, 1000,  137787.27349069653
1, 4, 0.05, 10,  241603.81453942318
1, 4, 0.05, 100,  236908.89604233945
1, 4, 0.05, 1000,  93604.81355144082
1, 4, 0.1, 10,  241606.31514925268
1, 4, 0.1, 100,  175392.6568132201
1, 4, 0.1, 1000,  77011.58188220781
1, 8, 0.001, 10,  241609.0615519211
1, 8, 0.001, 100,  241608.061322465
1, 8, 0.001, 1000,  240968.94113557457
1, 8, 0.005, 10,  241608.77335063808
1, 8, 0.005, 100,  241562.07172484673
1, 8, 0.005, 1000,  175962.36979536279
1, 8, 0.01, 10,  241608.28171236184
1, 8, 0.01, 100,  241440.16752810622
1, 8, 0.01, 1000,  111688.16932871628
1, 8, 0.05, 10,  241601.6529744778
1, 8, 0.05, 100,  191130.1040443394
1, 8, 0.05, 1000,  78352.22707747368
1, 8, 0.1, 10,  241560.22348060535
1, 8, 0.1, 100,  114969.56508572171
1, 8, 0.1, 1000,  73684.22658887043
