params (3, 2, 0.001, 10) score 236483.41215400287
params (3, 2, 0.001, 100) score 236482.7799565964
params (3, 2, 0.001, 1000) score 235657.10791741463
params (3, 2, 0.005, 10) score 236482.37292449517
params (3, 2, 0.005, 100) score 236479.57564237973
params (3, 2, 0.005, 1000) score 236424.28139258455
params (3, 2, 0.01, 10) score 236483.07440491382
params (3, 2, 0.01, 100) score 236479.70554785457
params (3, 2, 0.01, 1000) score 99898.91082489338
params (3, 2, 0.05, 10) score 236481.9225902902
params (3, 2, 0.05, 100) score 236435.7587844952
params (3, 2, 0.05, 1000) score 231002.04009488746
params (3, 2, 0.1, 10) score 236435.27371354724
params (3, 2, 0.1, 100) score 229679.03197288167
params (3, 2, 0.1, 1000) score 236395.65045067982
params (3, 4, 0.001, 10) score 236482.73665534236
params (3, 4, 0.001, 100) score 236483.2389494021
params (3, 4, 0.001, 1000) score 232804.22044284333
params (3, 4, 0.005, 10) score 236483.60267891726
params (3, 4, 0.005, 100) score 236346.74892623338
params (3, 4, 0.005, 1000) score 236478.61433964805
params (3, 4, 0.01, 10) score 236482.7106745861
params (3, 4, 0.01, 100) score 235926.74442716324
params (3, 4, 0.01, 1000) score 89702.31872142437
params (3, 4, 0.05, 10) score 236483.1003856301
params (3, 4, 0.05, 100) score 107969.99168287455
params (3, 4, 0.05, 1000) score 225672.54890216488
params (3, 4, 0.1, 10) score 236377.94171199648
params (3, 4, 0.1, 100) score 103798.37193328227
params (3, 4, 0.1, 1000) score 74139.88421895464
params (3, 8, 0.001, 10) score 236482.9358410454
params (3, 8, 0.001, 100) score 236481.8533080287
params (3, 8, 0.001, 1000) score 149995.43886398678
params (3, 8, 0.005, 10) score 236482.69335408034
params (3, 8, 0.005, 100) score 236267.39671820993
params (3, 8, 0.005, 1000) score 91296.93935724242
params (3, 8, 0.01, 10) score 236482.9358410454
params (3, 8, 0.01, 100) score 227494.5606031054
params (3, 8, 0.01, 1000) score 74701.9387164751
params (3, 8, 0.05, 10) score 236459.88114688714
params (3, 8, 0.05, 100) score 103730.02250072059
params (3, 8, 0.05, 1000) score 72013.96842279975
params (3, 8, 0.1, 10) score 235903.11448558708
params (3, 8, 0.1, 100) score 94795.11075999647
params (3, 8, 0.1, 1000) score 70091.70313239649
params (3, 10, 0.001, 10) score 236482.97048202012
params (3, 10, 0.001, 100) score 236481.4029728342
params (3, 10, 0.001, 1000) score 119449.72927554084
params (3, 10, 0.005, 10) score 236482.61541178878
params (3, 10, 0.005, 100) score 235842.16226959927
params (3, 10, 0.005, 1000) score 99613.18338452998
params (3, 10, 0.01, 10) score 236482.80593734505
params (3, 10, 0.01, 100) score 203523.3609785373
params (3, 10, 0.01, 1000) score 73102.94768338688
params (3, 10, 0.05, 10) score 236458.03632780173
params (3, 10, 0.05, 100) score 100458.64741275387
params (3, 10, 0.05, 1000) score 72696.5348280095
params (3, 10, 0.1, 10) score 233850.649090397
params (3, 10, 0.1, 100) score 94012.79232104533
params (3, 10, 0.1, 1000) score 70443.35755768602
