params (3, 2, 0.001, 10) score 235656.98624908197
params (3, 2, 0.001, 100) score 235656.70814979996
params (3, 2, 0.001, 1000) score 235651.38074706882
params (3, 2, 0.005, 10) score 235657.1166080074
params (3, 2, 0.005, 100) score 235655.8738499849
params (3, 2, 0.005, 1000) score 105682.87656948026
params (3, 2, 0.01, 10) score 235656.1345689944
params (3, 2, 0.01, 100) score 235653.12759223036
params (3, 2, 0.01, 1000) score 229063.17060583964
params (3, 2, 0.05, 10) score 235655.8217061484
params (3, 2, 0.05, 100) score 235652.5800749909
params (3, 2, 0.05, 1000) score 235612.88603130347
params (3, 2, 0.1, 10) score 235655.23943252355
params (3, 2, 0.1, 100) score 235647.8783269648
params (3, 2, 0.1, 1000) score 66362.31026719911
params (3, 4, 0.001, 10) score 235656.46481265902
params (3, 4, 0.001, 100) score 235656.83850887927
params (3, 4, 0.001, 1000) score 227532.87164715343
params (3, 4, 0.005, 10) score 235656.5256469678
params (3, 4, 0.005, 100) score 235613.6422535843
params (3, 4, 0.005, 1000) score 232323.68481926245
params (3, 4, 0.01, 10) score 235656.2214752668
params (3, 4, 0.01, 100) score 233583.35063955223
params (3, 4, 0.01, 1000) score 235427.97332517646
params (3, 4, 0.05, 10) score 235655.54360549213
params (3, 4, 0.05, 100) score 105561.53481263902
params (3, 4, 0.05, 1000) score 66379.35486278847
params (3, 4, 0.1, 10) score 235656.0042095257
params (3, 4, 0.1, 100) score 235479.3356199223
params (3, 4, 0.1, 1000) score 62399.92410251794
params (3, 8, 0.001, 10) score 235656.81243706917
params (3, 8, 0.001, 100) score 235656.07373458464
params (3, 8, 0.001, 1000) score 191190.69969012614
params (3, 8, 0.005, 10) score 235656.23885651745
params (3, 8, 0.005, 100) score 235631.5301142867
params (3, 8, 0.005, 1000) score 86860.53852008977
params (3, 8, 0.01, 10) score 235656.43874080759
params (3, 8, 0.01, 100) score 226604.75942044996
params (3, 8, 0.01, 1000) score 70801.76268992179
params (3, 8, 0.05, 10) score 235628.30553225137
params (3, 8, 0.05, 100) score 103216.61385649115
params (3, 8, 0.05, 1000) score 60704.08223505237
params (3, 8, 0.1, 10) score 235542.49457794236
params (3, 8, 0.1, 100) score 94306.92089131105
params (3, 8, 0.1, 1000) score 61240.13115596667
params (3, 10, 0.001, 10) score 235656.81243706917
params (3, 10, 0.001, 100) score 235655.01347520703
params (3, 10, 0.001, 1000) score 107194.78912708398
params (3, 10, 0.005, 10) score 235656.7255310147
params (3, 10, 0.005, 100) score 233212.58394863686
params (3, 10, 0.005, 1000) score 80853.93843221244
params (3, 10, 0.01, 10) score 235656.08242521557
params (3, 10, 0.01, 100) score 162012.34362850257
params (3, 10, 0.01, 1000) score 70239.19088372246
params (3, 10, 0.05, 10) score 235643.2807783833
params (3, 10, 0.05, 100) score 98989.288471026
params (3, 10, 0.05, 1000) score 61507.5628520591
params (3, 10, 0.1, 10) score 234224.83010987542
params (3, 10, 0.1, 100) score 89393.59082171383
params (3, 10, 0.1, 1000) score 62073.33778684694
params (3, 16, 0.001, 10) score 235656.7255310147
params (3, 16, 0.001, 100) score 235646.75719389817
params (3, 16, 0.001, 1000) score 110349.08507096922
params (3, 16, 0.005, 10) score 235656.23016589228
params (3, 16, 0.005, 100) score 234302.68013832023
params (3, 16, 0.005, 1000) score 72024.8632626262
params (3, 16, 0.01, 10) score 235655.8738499849
params (3, 16, 0.01, 100) score 144732.82685002737
params (3, 16, 0.01, 1000) score 61923.24952713641
params (3, 16, 0.05, 10) score 235283.88164088078
params (3, 16, 0.05, 100) score 92735.85645261491
params (3, 16, 0.05, 1000) score 56727.76702814945
params (3, 16, 0.1, 10) score 231399.8659982326
params (3, 16, 0.1, 100) score 76534.10303910277
params (3, 16, 0.1, 1000) score 54806.64018164222
params (3, 32, 0.001, 10) score 235656.68207797545
params (3, 32, 0.001, 100) score 235570.898847884
params (3, 32, 0.001, 1000) score 101736.63127900392
params (3, 32, 0.005, 10) score 235655.96075635345
params (3, 32, 0.005, 100) score 107915.9329107616
params (3, 32, 0.005, 1000) score 67616.93515680816
params (3, 32, 0.01, 10) score 235653.07544778616
params (3, 32, 0.01, 100) score 105618.5292834548
params (3, 32, 0.01, 1000) score 59573.33309459862
params (3, 32, 0.05, 10) score 233063.90649776725
params (3, 32, 0.05, 100) score 81079.87331021183
params (3, 32, 0.05, 1000) score 57180.512484586914
params (3, 32, 0.1, 10) score 158626.52731494818
params (3, 32, 0.1, 100) score 72788.2399292633
params (3, 32, 0.1, 1000) score 62059.63789775122
params (3, 64, 0.001, 10) score 235656.5864812609
